Pollutants
	city: Ciudad de M&eacute;xico,averages ps
	cityCode: MEX
	country: M&eacute;xico
	mesurementAgency: SIMAT
	URL: http://www.aire.df.gob.mx
	timeStamp: 2022/01/01 al 2022/11/11
	average_interval: 001h
	date,"id_station",id_parameter,value,unit
05/06/2022,TLI,PM10,42,2
05/06/2022,UAX,PM2.5,21,2
05/06/2022,UIZ,PM10,36,2
05/06/2022,UIZ,PM2.5,20,2
05/06/2022,VIF,PM10,45,2
05/06/2022,BJU,PM10,33,2
05/06/2022,BJU,PM2.5,20,2
05/06/2022,INN,PM10,25,2
05/06/2022,INN,PM2.5,13,2
05/06/2022,FAR,PM2.5,16,2
06/06/2022,ACO,PM10,54,2
06/06/2022,ATI,PM10,35,2
06/06/2022,CHO,PM10,50,2
06/06/2022,CUA,PM10,29,2
06/06/2022,CUT,PM10,52,2
06/06/2022,IZT,PM10,40,2
06/06/2022,MER,PM10,45,2
06/06/2022,MER,PM2.5,19,2
06/06/2022,NEZ,PM10,53,2
06/06/2022,NEZ,PM2.5,16,2
06/06/2022,PED,PM10,32,2
06/06/2022,PED,PM2.5,14,2
06/06/2022,SAG,PM10,65,2
06/06/2022,SAG,PM2.5,18,2
06/06/2022,SFE,PM10,29,2
06/06/2022,SFE,PM2.5,12,2
06/06/2022,TAH,PM10,57,2
06/06/2022,TLA,PM10,45,2
06/06/2022,TLA,PM2.5,15,2
06/06/2022,TLI,PM10,51,2
06/06/2022,UAX,PM2.5,18,2
06/06/2022,UIZ,PM10,50,2
06/06/2022,UIZ,PM2.5,20,2
06/06/2022,VIF,PM10,65,2
06/06/2022,BJU,PM10,35,2
06/06/2022,BJU,PM2.5,15,2
06/06/2022,INN,PM10,24,2
06/06/2022,INN,PM2.5,9,2
06/06/2022,FAR,PM2.5,16,2
07/06/2022,ACO,PM10,69,2
07/06/2022,AJU,PM2.5,21,2
07/06/2022,ATI,PM10,44,2
07/06/2022,CHO,PM10,59,2
07/06/2022,CUA,PM10,38,2
07/06/2022,CUT,PM10,55,2
07/06/2022,IZT,PM10,49,2
07/06/2022,PED,PM10,37,2
07/06/2022,PED,PM2.5,21,2
07/06/2022,SAG,PM10,58,2
07/06/2022,SAG,PM2.5,20,2
07/06/2022,SFE,PM10,37,2
07/06/2022,SFE,PM2.5,19,2
07/06/2022,TAH,PM10,63,2
07/06/2022,TLA,PM10,54,2
07/06/2022,TLA,PM2.5,21,2
07/06/2022,TLI,PM10,66,2
07/06/2022,UAX,PM2.5,23,2
07/06/2022,UIZ,PM10,50,2
07/06/2022,UIZ,PM2.5,25,2
07/06/2022,VIF,PM10,68,2
07/06/2022,BJU,PM10,41,2
07/06/2022,BJU,PM2.5,23,2
07/06/2022,INN,PM10,27,2
07/06/2022,INN,PM2.5,15,2
07/06/2022,FAR,PM2.5,22,2
08/06/2022,ACO,PM10,51,2
08/06/2022,AJU,PM2.5,19,2
08/06/2022,ATI,PM10,56,2
08/06/2022,CHO,PM10,38,2
08/06/2022,CUA,PM10,48,2
08/06/2022,CUT,PM10,58,2
08/06/2022,IZT,PM10,54,2
08/06/2022,NEZ,PM10,51,2
08/06/2022,NEZ,PM2.5,25,2
08/06/2022,PED,PM10,42,2
08/06/2022,PED,PM2.5,30,2
08/06/2022,SAG,PM10,56,2
08/06/2022,SAG,PM2.5,28,2
08/06/2022,SFE,PM10,46,2
08/06/2022,SFE,PM2.5,29,2
08/06/2022,TAH,PM10,41,2
08/06/2022,TLA,PM10,61,2
08/06/2022,TLA,PM2.5,31,2
08/06/2022,TLI,PM10,67,2
08/06/2022,UAX,PM2.5,28,2
08/06/2022,VIF,PM10,73,2
08/06/2022,BJU,PM10,44,2
08/06/2022,BJU,PM2.5,31,2
08/06/2022,INN,PM10,35,2
08/06/2022,INN,PM2.5,24,2
08/06/2022,FAR,PM2.5,27,2
09/06/2022,ACO,PM10,26,2
09/06/2022,AJU,PM2.5,8,2
09/06/2022,CHO,PM10,30,2
09/06/2022,CUA,PM10,20,2
09/06/2022,CUT,PM10,23,2
09/06/2022,NEZ,PM10,31,2
09/06/2022,NEZ,PM2.5,13,2
09/06/2022,PED,PM10,20,2
09/06/2022,PED,PM2.5,13,2
09/06/2022,SAG,PM10,33,2
09/06/2022,SAG,PM2.5,16,2
09/06/2022,SFE,PM10,21,2
09/06/2022,SFE,PM2.5,13,2
09/06/2022,TAH,PM10,21,2
09/06/2022,TLA,PM10,35,2
09/06/2022,TLA,PM2.5,16,2
09/06/2022,TLI,PM10,31,2
09/06/2022,UAX,PM2.5,12,2
09/06/2022,VIF,PM10,36,2
09/06/2022,BJU,PM10,21,2
09/06/2022,BJU,PM2.5,14,2
09/06/2022,INN,PM10,12,2
09/06/2022,INN,PM2.5,10,2
09/06/2022,FAR,PM2.5,14,2
10/06/2022,ACO,PM10,31,2
10/06/2022,AJU,PM2.5,10,2
10/06/2022,CHO,PM10,41,2
10/06/2022,CUA,PM10,23,2
10/06/2022,CUT,PM10,28,2
10/06/2022,IZT,PM10,29,2
10/06/2022,PED,PM10,24,2
10/06/2022,PED,PM2.5,15,2
10/06/2022,SAG,PM10,36,2
10/06/2022,SAG,PM2.5,14,2
10/06/2022,SFE,PM10,29,2
10/06/2022,SFE,PM2.5,17,2
10/06/2022,TAH,PM10,30,2
10/06/2022,TLA,PM10,40,2
10/06/2022,TLA,PM2.5,19,2
10/06/2022,TLI,PM10,35,2
10/06/2022,UAX,PM2.5,13,2
10/06/2022,VIF,PM10,32,2
10/06/2022,BJU,PM10,26,2
10/06/2022,BJU,PM2.5,16,2
10/06/2022,INN,PM10,16,2
10/06/2022,INN,PM2.5,11,2
10/06/2022,FAR,PM2.5,13,2
11/06/2022,ACO,PM10,32,2
11/06/2022,CHO,PM10,32,2
11/06/2022,CUA,PM10,20,2
11/06/2022,CUT,PM10,32,2
11/06/2022,IZT,PM10,24,2
11/06/2022,PED,PM10,21,2
11/06/2022,PED,PM2.5,13,2
11/06/2022,SAG,PM10,36,2
11/06/2022,SAG,PM2.5,16,2
11/06/2022,SFE,PM10,26,2
11/06/2022,SFE,PM2.5,15,2
11/06/2022,TAH,PM10,26,2
11/06/2022,TLA,PM10,39,2
11/06/2022,TLA,PM2.5,19,2
11/06/2022,TLI,PM10,36,2
11/06/2022,UAX,PM2.5,13,2
11/06/2022,BJU,PM10,24,2
11/06/2022,BJU,PM2.5,15,2
11/06/2022,INN,PM10,17,2
11/06/2022,INN,PM2.5,10,2
11/06/2022,FAR,PM2.5,12,2
12/06/2022,ACO,PM10,34,2
12/06/2022,AJU,PM2.5,8,2
12/06/2022,CHO,PM10,27,2
12/06/2022,CUA,PM10,20,2
12/06/2022,CUT,PM10,31,2
12/06/2022,IZT,PM10,24,2
12/06/2022,PED,PM10,19,2
12/06/2022,PED,PM2.5,12,2
12/06/2022,SAG,PM10,32,2
12/06/2022,SAG,PM2.5,12,2
12/06/2022,SFE,PM10,21,2
12/06/2022,SFE,PM2.5,12,2
12/06/2022,TAH,PM10,22,2
12/06/2022,TLA,PM10,30,2
12/06/2022,TLA,PM2.5,14,2
12/06/2022,UAX,PM2.5,12,2
12/06/2022,BJU,PM10,21,2
12/06/2022,BJU,PM2.5,13,2
12/06/2022,INN,PM10,16,2
12/06/2022,INN,PM2.5,9,2
12/06/2022,FAR,PM2.5,11,2
13/06/2022,ACO,PM10,37,2
13/06/2022,AJU,PM2.5,10,2
13/06/2022,CHO,PM10,39,2
13/06/2022,CUA,PM10,26,2
13/06/2022,CUT,PM10,47,2
13/06/2022,IZT,PM10,28,2
13/06/2022,MER,PM10,29,2
13/06/2022,MER,PM2.5,17,2
13/06/2022,PED,PM10,22,2
13/06/2022,PED,PM2.5,15,2
13/06/2022,SAG,PM10,42,2
13/06/2022,SAG,PM2.5,17,2
13/06/2022,SFE,PM10,26,2
13/06/2022,SFE,PM2.5,15,2
13/06/2022,TAH,PM10,29,2
13/06/2022,TLA,PM10,40,2
13/06/2022,TLA,PM2.5,17,2
13/06/2022,TLI,PM10,49,2
13/06/2022,UAX,PM2.5,16,2
13/06/2022,VIF,PM10,52,2
13/06/2022,BJU,PM10,25,2
13/06/2022,BJU,PM2.5,16,2
13/06/2022,INN,PM10,17,2
13/06/2022,INN,PM2.5,12,2
13/06/2022,FAR,PM2.5,14,2
14/06/2022,ACO,PM10,27,2
14/06/2022,CHO,PM10,29,2
14/06/2022,CUA,PM10,23,2
14/06/2022,CUT,PM10,22,2
14/06/2022,IZT,PM10,30,2
14/06/2022,MER,PM10,27,2
14/06/2022,MER,PM2.5,16,2
14/06/2022,PED,PM10,28,2
14/06/2022,PED,PM2.5,19,2
14/06/2022,SFE,PM10,22,2
14/06/2022,SFE,PM2.5,14,2
14/06/2022,TAH,PM10,31,2
14/06/2022,TLA,PM10,34,2
14/06/2022,TLA,PM2.5,17,2
14/06/2022,TLI,PM10,29,2
14/06/2022,UAX,PM2.5,15,2
14/06/2022,VIF,PM10,30,2
14/06/2022,BJU,PM10,25,2
14/06/2022,BJU,PM2.5,17,2
14/06/2022,INN,PM10,20,2
14/06/2022,INN,PM2.5,15,2
14/06/2022,FAR,PM2.5,14,2
15/06/2022,ACO,PM10,14,2
15/06/2022,AJU,PM2.5,9,2
15/06/2022,CHO,PM10,18,2
15/06/2022,CUA,PM10,13,2
15/06/2022,CUT,PM10,24,2
15/06/2022,IZT,PM10,19,2
15/06/2022,MER,PM10,19,2
15/06/2022,MER,PM2.5,11,2
15/06/2022,SFE,PM10,15,2
15/06/2022,SFE,PM2.5,9,2
15/06/2022,TAH,PM10,17,2
15/06/2022,TLA,PM10,24,2
15/06/2022,TLA,PM2.5,10,2
15/06/2022,UAX,PM2.5,9,2
15/06/2022,BJU,PM10,16,2
15/06/2022,BJU,PM2.5,10,2
15/06/2022,INN,PM10,11,2
15/06/2022,INN,PM2.5,8,2
15/06/2022,FAR,PM2.5,8,2
16/06/2022,ACO,PM10,47,2
16/06/2022,AJU,PM2.5,9,2
16/06/2022,ATI,PM10,35,2
16/06/2022,CHO,PM10,35,2
16/06/2022,CUA,PM10,28,2
16/06/2022,CUT,PM10,45,2
16/06/2022,FAC,PM10,32,2
16/06/2022,IZT,PM10,34,2
16/06/2022,PED,PM10,23,2
16/06/2022,PED,PM2.5,11,2
16/06/2022,SFE,PM10,27,2
16/06/2022,SFE,PM2.5,12,2
16/06/2022,TAH,PM10,31,2
16/06/2022,TLA,PM10,44,2
16/06/2022,TLA,PM2.5,18,2
16/06/2022,UAX,PM2.5,15,2
16/06/2022,UIZ,PM10,44,2
16/06/2022,UIZ,PM2.5,18,2
16/06/2022,VIF,PM10,52,2
16/06/2022,BJU,PM10,30,2
16/06/2022,BJU,PM2.5,16,2
16/06/2022,INN,PM10,15,2
16/06/2022,INN,PM2.5,7,2
16/06/2022,FAR,PM2.5,17,2
17/06/2022,ACO,PM10,26,2
17/06/2022,AJU,PM2.5,13,2
17/06/2022,ATI,PM10,23,2
17/06/2022,CHO,PM10,42,2
17/06/2022,CUA,PM10,28,2
17/06/2022,CUT,PM10,30,2
17/06/2022,FAC,PM10,28,2
17/06/2022,IZT,PM10,31,2
17/06/2022,MER,PM10,34,2
17/06/2022,MER,PM2.5,18,2
17/06/2022,NEZ,PM10,35,2
17/06/2022,NEZ,PM2.5,13,2
17/06/2022,PED,PM10,27,2
17/06/2022,PED,PM2.5,15,2
17/06/2022,SAG,PM10,32,2
17/06/2022,SAG,PM2.5,9,2
17/06/2022,SFE,PM10,30,2
17/06/2022,SFE,PM2.5,16,2
17/06/2022,TAH,PM10,37,2
17/06/2022,TLA,PM10,35,2
17/06/2022,TLA,PM2.5,15,2
17/06/2022,TLI,PM10,33,2
17/06/2022,UAX,PM2.5,14,2
17/06/2022,UIZ,PM10,35,2
17/06/2022,UIZ,PM2.5,17,2
17/06/2022,VIF,PM10,32,2
17/06/2022,BJU,PM10,26,2
17/06/2022,BJU,PM2.5,16,2
17/06/2022,INN,PM10,23,2
17/06/2022,INN,PM2.5,12,2
17/06/2022,FAR,PM2.5,12,2
18/06/2022,ACO,PM10,22,2
18/06/2022,AJU,PM2.5,14,2
18/06/2022,ATI,PM10,21,2
18/06/2022,MON,PM2.5,14,2
18/06/2022,CHO,PM10,26,2
18/06/2022,CUA,PM10,23,2
18/06/2022,CUT,PM10,26,2
18/06/2022,FAC,PM10,14,2
18/06/2022,IZT,PM10,27,2
18/06/2022,MER,PM10,29,2
18/06/2022,MER,PM2.5,18,2
18/06/2022,NEZ,PM10,26,2
18/06/2022,NEZ,PM2.5,12,2
18/06/2022,PED,PM10,23,2
18/06/2022,PED,PM2.5,16,2
18/06/2022,SAG,PM10,29,2
18/06/2022,SAG,PM2.5,14,2
18/06/2022,SFE,PM10,22,2
18/06/2022,SFE,PM2.5,14,2
18/06/2022,TAH,PM10,25,2
18/06/2022,TLA,PM10,34,2
18/06/2022,TLA,PM2.5,19,2
18/06/2022,TLI,PM10,32,2
18/06/2022,UAX,PM2.5,15,2
18/06/2022,UIZ,PM10,27,2
18/06/2022,UIZ,PM2.5,15,2
18/06/2022,VIF,PM10,29,2
18/06/2022,BJU,PM10,24,2
18/06/2022,BJU,PM2.5,17,2
18/06/2022,INN,PM10,21,2
18/06/2022,INN,PM2.5,16,2
18/06/2022,FAR,PM2.5,12,2
19/06/2022,ACO,PM10,13,2
19/06/2022,ATI,PM10,14,2
19/06/2022,MON,PM2.5,7,2
19/06/2022,CHO,PM10,16,2
19/06/2022,CUA,PM10,11,2
19/06/2022,CUT,PM10,15,2
19/06/2022,FAC,PM10,8,2
19/06/2022,MER,PM10,16,2
19/06/2022,MER,PM2.5,9,2
19/06/2022,NEZ,PM10,14,2
19/06/2022,NEZ,PM2.5,4,2
19/06/2022,PED,PM10,15,2
19/06/2022,PED,PM2.5,9,2
19/06/2022,SAG,PM10,16,2
19/06/2022,SAG,PM2.5,6,2
19/06/2022,SFE,PM10,13,2
19/06/2022,SFE,PM2.5,8,2
19/06/2022,TAH,PM10,18,2
19/06/2022,TLA,PM10,21,2
19/06/2022,TLA,PM2.5,9,2
19/06/2022,TLI,PM10,18,2
19/06/2022,UAX,PM2.5,9,2
19/06/2022,UIZ,PM10,17,2
19/06/2022,UIZ,PM2.5,9,2
19/06/2022,VIF,PM10,21,2
19/06/2022,BJU,PM10,15,2
19/06/2022,BJU,PM2.5,10,2
19/06/2022,INN,PM10,11,2
19/06/2022,INN,PM2.5,8,2
19/06/2022,FAR,PM2.5,7,2
20/06/2022,ACO,PM10,18,2
20/06/2022,MON,PM2.5,8,2
20/06/2022,CHO,PM10,27,2
20/06/2022,CUA,PM10,17,2
20/06/2022,CUT,PM10,27,2
20/06/2022,FAC,PM10,13,2
20/06/2022,IZT,PM10,21,2
20/06/2022,MER,PM10,24,2
20/06/2022,MER,PM2.5,11,2
20/06/2022,NEZ,PM10,26,2
20/06/2022,NEZ,PM2.5,6,2
20/06/2022,SAG,PM10,25,2
20/06/2022,SAG,PM2.5,8,2
20/06/2022,SFE,PM10,20,2
20/06/2022,SFE,PM2.5,9,2
20/06/2022,TAH,PM10,26,2
20/06/2022,TLA,PM10,29,2
20/06/2022,TLA,PM2.5,11,2
20/06/2022,TLI,PM10,31,2
20/06/2022,UAX,PM2.5,8,2
20/06/2022,UIZ,PM10,26,2
20/06/2022,UIZ,PM2.5,10,2
20/06/2022,VIF,PM10,29,2
20/06/2022,BJU,PM10,18,2
20/06/2022,BJU,PM2.5,9,2
20/06/2022,INN,PM10,13,2
20/06/2022,INN,PM2.5,7,2
20/06/2022,FAR,PM2.5,7,2
21/06/2022,ACO,PM10,8,2
21/06/2022,MON,PM2.5,6,2
21/06/2022,CHO,PM10,13,2
21/06/2022,CUA,PM10,10,2
21/06/2022,CUT,PM10,14,2
21/06/2022,FAC,PM10,7,2
21/06/2022,MER,PM10,14,2
21/06/2022,MER,PM2.5,8,2
21/06/2022,NEZ,PM10,11,2
21/06/2022,SFE,PM10,10,2
21/06/2022,SFE,PM2.5,6,2
21/06/2022,TAH,PM10,17,2
21/06/2022,TLA,PM10,21,2
21/06/2022,TLA,PM2.5,8,2
21/06/2022,TLI,PM10,16,2
21/06/2022,UAX,PM2.5,7,2
21/06/2022,UIZ,PM10,15,2
21/06/2022,UIZ,PM2.5,7,2
21/06/2022,VIF,PM10,16,2
21/06/2022,BJU,PM10,12,2
21/06/2022,BJU,PM2.5,7,2
21/06/2022,FAR,PM2.5,5,2
22/06/2022,ACO,PM10,7,2
22/06/2022,ATI,PM10,12,2
22/06/2022,MON,PM2.5,7,2
22/06/2022,CHO,PM10,15,2
22/06/2022,CUA,PM10,11,2
22/06/2022,FAC,PM10,8,2
22/06/2022,IZT,PM10,13,2
22/06/2022,MER,PM10,15,2
22/06/2022,MER,PM2.5,8,2
22/06/2022,NEZ,PM10,13,2
22/06/2022,PED,PM10,14,2
22/06/2022,PED,PM2.5,9,2
22/06/2022,SFE,PM10,11,2
22/06/2022,SFE,PM2.5,7,2
22/06/2022,TAH,PM10,13,2
22/06/2022,TLI,PM10,14,2
22/06/2022,UAX,PM2.5,7,2
22/06/2022,UIZ,PM10,17,2
22/06/2022,UIZ,PM2.5,8,2
22/06/2022,VIF,PM10,12,2
22/06/2022,BJU,PM10,12,2
22/06/2022,BJU,PM2.5,8,2
23/06/2022,ACO,PM10,31,2
23/06/2022,ATI,PM10,26,2
23/06/2022,MON,PM2.5,15,2
23/06/2022,CHO,PM10,31,2
23/06/2022,CUA,PM10,21,2
23/06/2022,CUT,PM10,33,2
23/06/2022,FAC,PM10,17,2
23/06/2022,IZT,PM10,28,2
23/06/2022,MER,PM10,32,2
23/06/2022,MER,PM2.5,15,2
23/06/2022,NEZ,PM10,31,2
23/06/2022,PED,PM10,22,2
23/06/2022,PED,PM2.5,11,2
23/06/2022,SAG,PM10,40,2
23/06/2022,SAG,PM2.5,13,2
23/06/2022,SFE,PM10,22,2
23/06/2022,SFE,PM2.5,10,2
23/06/2022,TLA,PM10,38,2
23/06/2022,TLA,PM2.5,14,2
23/06/2022,TLI,PM10,37,2
23/06/2022,UAX,PM2.5,13,2
23/06/2022,UIZ,PM10,32,2
23/06/2022,UIZ,PM2.5,13,2
23/06/2022,VIF,PM10,36,2
23/06/2022,MPA,PM10,20,2
23/06/2022,MPA,PM2.5,9,2
23/06/2022,BJU,PM10,24,2
23/06/2022,BJU,PM2.5,13,2
23/06/2022,INN,PM10,15,2
23/06/2022,INN,PM2.5,7,2
24/06/2022,ACO,PM10,44,2
24/06/2022,AJU,PM2.5,9,2
24/06/2022,ATI,PM10,38,2
24/06/2022,MON,PM2.5,20,2
24/06/2022,CHO,PM10,45,2
24/06/2022,CUA,PM10,30,2
24/06/2022,CUT,PM10,54,2
24/06/2022,FAC,PM10,19,2
24/06/2022,IZT,PM10,39,2
24/06/2022,MER,PM10,41,2
24/06/2022,MER,PM2.5,21,2
24/06/2022,NEZ,PM10,44,2
24/06/2022,NEZ,PM2.5,18,2
24/06/2022,PED,PM10,32,2
24/06/2022,PED,PM2.5,19,2
24/06/2022,SAG,PM10,51,2
24/06/2022,SAG,PM2.5,21,2
24/06/2022,SFE,PM10,33,2
24/06/2022,SFE,PM2.5,19,2
24/06/2022,TAH,PM10,37,2
24/06/2022,TLA,PM10,51,2
24/06/2022,TLA,PM2.5,24,2
24/06/2022,TLI,PM10,58,2
24/06/2022,UAX,PM2.5,17,2
24/06/2022,UIZ,PM10,42,2
24/06/2022,UIZ,PM2.5,19,2
24/06/2022,VIF,PM10,62,2
24/06/2022,MPA,PM10,28,2
24/06/2022,MPA,PM2.5,13,2
24/06/2022,BJU,PM10,33,2
24/06/2022,BJU,PM2.5,18,2
24/06/2022,INN,PM10,16,2
24/06/2022,INN,PM2.5,9,2
24/06/2022,FAR,PM2.5,20,2
25/06/2022,ACO,PM10,42,2
25/06/2022,AJU,PM2.5,12,2
25/06/2022,ATI,PM10,29,2
25/06/2022,MON,PM2.5,21,2
25/06/2022,CHO,PM10,33,2
25/06/2022,CUA,PM10,27,2
25/06/2022,CUT,PM10,38,2
25/06/2022,FAC,PM10,16,2
25/06/2022,IZT,PM10,39,2
25/06/2022,MER,PM10,40,2
25/06/2022,MER,PM2.5,26,2
25/06/2022,NEZ,PM10,38,2
25/06/2022,NEZ,PM2.5,20,2
25/06/2022,PED,PM10,31,2
25/06/2022,PED,PM2.5,22,2
25/06/2022,SAG,PM10,45,2
25/06/2022,SAG,PM2.5,24,2
25/06/2022,SFE,PM10,33,2
25/06/2022,SFE,PM2.5,22,2
25/06/2022,TAH,PM10,33,2
25/06/2022,TLA,PM10,45,2
25/06/2022,TLA,PM2.5,27,2
25/06/2022,TLI,PM10,46,2
25/06/2022,UAX,PM2.5,21,2
25/06/2022,UIZ,PM10,43,2
25/06/2022,UIZ,PM2.5,26,2
25/06/2022,VIF,PM10,48,2
25/06/2022,MPA,PM10,26,2
25/06/2022,MPA,PM2.5,17,2
25/06/2022,BJU,PM10,34,2
25/06/2022,BJU,PM2.5,24,2
25/06/2022,INN,PM10,16,2
25/06/2022,INN,PM2.5,12,2
25/06/2022,FAR,PM2.5,20,2
26/06/2022,ACO,PM10,23,2
26/06/2022,AJU,PM2.5,11,2
26/06/2022,ATI,PM10,15,2
26/06/2022,MON,PM2.5,14,2
26/06/2022,CHO,PM10,22,2
26/06/2022,CUA,PM10,17,2
26/06/2022,CUT,PM10,21,2
26/06/2022,FAC,PM10,11,2
26/06/2022,IZT,PM10,21,2
26/06/2022,MER,PM10,25,2
26/06/2022,MER,PM2.5,18,2
26/06/2022,NEZ,PM10,30,2
26/06/2022,NEZ,PM2.5,20,2
26/06/2022,PED,PM10,20,2
26/06/2022,PED,PM2.5,16,2
26/06/2022,SAG,PM10,34,2
26/06/2022,SAG,PM2.5,22,2
26/06/2022,SFE,PM10,20,2
26/06/2022,SFE,PM2.5,15,2
26/06/2022,TLA,PM10,26,2
26/06/2022,TLA,PM2.5,16,2
26/06/2022,TLI,PM10,23,2
26/06/2022,UAX,PM2.5,14,2
26/06/2022,UIZ,PM10,29,2
26/06/2022,UIZ,PM2.5,22,2
26/06/2022,VIF,PM10,27,2
26/06/2022,MPA,PM10,20,2
26/06/2022,MPA,PM2.5,15,2
26/06/2022,BJU,PM10,22,2
26/06/2022,BJU,PM2.5,18,2
26/06/2022,INN,PM10,16,2
26/06/2022,INN,PM2.5,12,2
26/06/2022,FAR,PM2.5,14,2
27/06/2022,ACO,PM10,13,2
27/06/2022,AJU,PM2.5,9,2
27/06/2022,ATI,PM10,15,2
27/06/2022,MON,PM2.5,10,2
27/06/2022,CHO,PM10,25,2
27/06/2022,CUA,PM10,15,2
27/06/2022,CUT,PM10,23,2
27/06/2022,FAC,PM10,13,2
27/06/2022,MER,PM10,19,2
27/06/2022,MER,PM2.5,10,2
27/06/2022,NEZ,PM10,19,2
27/06/2022,PED,PM10,19,2
27/06/2022,PED,PM2.5,12,2
27/06/2022,SAG,PM10,23,2
27/06/2022,SAG,PM2.5,10,2
27/06/2022,SFE,PM10,16,2
27/06/2022,SFE,PM2.5,10,2
27/06/2022,TLA,PM10,23,2
27/06/2022,TLA,PM2.5,8,2
27/06/2022,TLI,PM10,22,2
27/06/2022,UAX,PM2.5,9,2
27/06/2022,UIZ,PM10,23,2
27/06/2022,UIZ,PM2.5,11,2
27/06/2022,VIF,PM10,21,2
27/06/2022,MPA,PM10,15,2
27/06/2022,MPA,PM2.5,10,2
27/06/2022,BJU,PM10,15,2
27/06/2022,BJU,PM2.5,9,2
27/06/2022,INN,PM10,14,2
27/06/2022,INN,PM2.5,9,2
27/06/2022,FAR,PM2.5,7,2
28/06/2022,ACO,PM10,17,2
28/06/2022,AJU,PM2.5,9,2
28/06/2022,ATI,PM10,15,2
28/06/2022,MON,PM2.5,10,2
28/06/2022,CHO,PM10,22,2
28/06/2022,CUA,PM10,14,2
28/06/2022,CUT,PM10,21,2
28/06/2022,FAC,PM10,9,2
28/06/2022,IZT,PM10,18,2
28/06/2022,MER,PM10,19,2
28/06/2022,MER,PM2.5,11,2
28/06/2022,NEZ,PM10,16,2
28/06/2022,NEZ,PM2.5,5,2
28/06/2022,PED,PM10,18,2
28/06/2022,PED,PM2.5,12,2
28/06/2022,SAG,PM10,22,2
28/06/2022,SAG,PM2.5,11,2
28/06/2022,SFE,PM10,16,2
28/06/2022,SFE,PM2.5,10,2
28/06/2022,TLA,PM10,24,2
28/06/2022,TLA,PM2.5,11,2
28/06/2022,TLI,PM10,21,2
28/06/2022,UAX,PM2.5,9,2
28/06/2022,UIZ,PM10,21,2
28/06/2022,UIZ,PM2.5,11,2
28/06/2022,VIF,PM10,22,2
28/06/2022,MPA,PM10,16,2
28/06/2022,MPA,PM2.5,11,2
28/06/2022,BJU,PM10,16,2
28/06/2022,BJU,PM2.5,10,2
28/06/2022,INN,PM10,13,2
28/06/2022,INN,PM2.5,10,2
28/06/2022,FAR,PM2.5,8,2
29/06/2022,ACO,PM10,23,2
29/06/2022,AJU,PM2.5,11,2
29/06/2022,ATI,PM10,20,2
29/06/2022,MON,PM2.5,11,2
29/06/2022,CHO,PM10,29,2
29/06/2022,CUA,PM10,19,2
29/06/2022,CUT,PM10,26,2
29/06/2022,FAC,PM10,16,2
29/06/2022,IZT,PM10,23,2
29/06/2022,MER,PM10,27,2
29/06/2022,MER,PM2.5,14,2
29/06/2022,NEZ,PM10,24,2
29/06/2022,NEZ,PM2.5,10,2
29/06/2022,PED,PM10,21,2
29/06/2022,PED,PM2.5,13,2
29/06/2022,SAG,PM10,29,2
29/06/2022,SAG,PM2.5,12,2
29/06/2022,SFE,PM10,21,2
29/06/2022,SFE,PM2.5,12,2
29/06/2022,TAH,PM10,27,2
29/06/2022,TLA,PM10,38,2
29/06/2022,TLA,PM2.5,18,2
29/06/2022,TLI,PM10,28,2
29/06/2022,UAX,PM2.5,13,2
29/06/2022,UIZ,PM10,30,2
29/06/2022,UIZ,PM2.5,16,2
29/06/2022,VIF,PM10,29,2
29/06/2022,MPA,PM10,23,2
29/06/2022,MPA,PM2.5,14,2
29/06/2022,BJU,PM10,24,2
29/06/2022,BJU,PM2.5,16,2
29/06/2022,INN,PM10,17,2
29/06/2022,INN,PM2.5,11,2
29/06/2022,FAR,PM2.5,10,2
30/06/2022,ACO,PM10,29,2
30/06/2022,AJU,PM2.5,14,2
30/06/2022,ATI,PM10,25,2
30/06/2022,MON,PM2.5,16,2
30/06/2022,CHO,PM10,37,2
30/06/2022,CUA,PM10,23,2
30/06/2022,FAC,PM10,13,2
30/06/2022,IZT,PM10,29,2
30/06/2022,MER,PM10,33,2
30/06/2022,MER,PM2.5,19,2
30/06/2022,NEZ,PM10,31,2
30/06/2022,NEZ,PM2.5,14,2
30/06/2022,PED,PM10,26,2
30/06/2022,PED,PM2.5,17,2
30/06/2022,SAG,PM10,37,2
30/06/2022,SAG,PM2.5,15,2
30/06/2022,SFE,PM10,25,2
30/06/2022,SFE,PM2.5,14,2
30/06/2022,TAH,PM10,36,2
30/06/2022,TLI,PM10,41,2
30/06/2022,UAX,PM2.5,17,2
30/06/2022,UIZ,PM10,37,2
30/06/2022,UIZ,PM2.5,22,2
30/06/2022,VIF,PM10,38,2
30/06/2022,MPA,PM10,30,2
30/06/2022,MPA,PM2.5,19,2
30/06/2022,BJU,PM10,28,2
30/06/2022,BJU,PM2.5,18,2
30/06/2022,INN,PM10,17,2
30/06/2022,INN,PM2.5,11,2
30/06/2022,FAR,PM2.5,13,2
01/07/2022,ACO,PM10,41,2
01/07/2022,AJU,PM2.5,14,2
01/07/2022,ATI,PM10,28,2
01/07/2022,MON,PM2.5,18,2
01/07/2022,CHO,PM10,42,2
01/07/2022,CUA,PM10,26,2
01/07/2022,CUT,PM10,38,2
01/07/2022,IZT,PM10,31,2
01/07/2022,MER,PM10,37,2
