Pollutants
	city: Ciudad de M&eacute;xico,averages ps
	cityCode: MEX
	country: M&eacute;xico
	mesurementAgency: SIMAT
	URL: http://www.aire.df.gob.mx
	timeStamp: 2022/01/01 al 2022/11/11
	average_interval: 001h
	date,"id_station",id_parameter,value,unit
18/03/2022,PED,PM2.5,15,2
18/03/2022,SAG,PM10,51,2
18/03/2022,SAG,PM2.5,22,2
18/03/2022,SFE,PM10,24,2
18/03/2022,SFE,PM2.5,12,2
18/03/2022,TAH,PM10,43,2
18/03/2022,TLA,PM10,48,2
18/03/2022,TLA,PM2.5,19,2
18/03/2022,TLI,PM10,78,2
18/03/2022,UAX,PM2.5,20,2
18/03/2022,UIZ,PM10,45,2
18/03/2022,UIZ,PM2.5,23,2
18/03/2022,MPA,PM10,27,2
18/03/2022,MPA,PM2.5,12,2
18/03/2022,BJU,PM10,34,2
18/03/2022,BJU,PM2.5,19,2
18/03/2022,FAR,PM2.5,19,2
18/03/2022,SAC,PM2.5,22,2
19/03/2022,AJU,PM2.5,16,2
19/03/2022,ATI,PM10,51,2
19/03/2022,CAM,PM10,54,2
19/03/2022,CAM,PM2.5,25,2
19/03/2022,MON,PM2.5,28,2
19/03/2022,CUA,PM10,40,2
19/03/2022,CUT,PM10,60,2
19/03/2022,FAC,PM10,58,2
19/03/2022,IZT,PM10,53,2
19/03/2022,MER,PM10,60,2
19/03/2022,MER,PM2.5,38,2
19/03/2022,NEZ,PM10,56,2
19/03/2022,NEZ,PM2.5,28,2
19/03/2022,PED,PM10,38,2
19/03/2022,PED,PM2.5,21,2
19/03/2022,SAG,PM10,55,2
19/03/2022,SAG,PM2.5,27,2
19/03/2022,SFE,PM10,35,2
19/03/2022,SFE,PM2.5,17,2
19/03/2022,TAH,PM10,51,2
19/03/2022,TLA,PM10,72,2
19/03/2022,TLA,PM2.5,34,2
19/03/2022,TLI,PM10,77,2
19/03/2022,UAX,PM2.5,25,2
19/03/2022,UIZ,PM10,58,2
19/03/2022,UIZ,PM2.5,33,2
19/03/2022,VIF,PM10,86,2
19/03/2022,MPA,PM10,32,2
19/03/2022,MPA,PM2.5,16,2
19/03/2022,BJU,PM10,47,2
19/03/2022,BJU,PM2.5,29,2
19/03/2022,INN,PM10,19,2
19/03/2022,INN,PM2.5,10,2
19/03/2022,FAR,PM2.5,30,2
19/03/2022,SAC,PM2.5,31,2
20/03/2022,AJU,PM2.5,16,2
20/03/2022,ATI,PM10,29,2
20/03/2022,CAM,PM10,46,2
20/03/2022,CAM,PM2.5,24,2
20/03/2022,MON,PM2.5,20,2
20/03/2022,CUA,PM10,32,2
20/03/2022,CUT,PM10,34,2
20/03/2022,FAC,PM10,31,2
20/03/2022,IZT,PM10,37,2
20/03/2022,MER,PM10,41,2
20/03/2022,MER,PM2.5,26,2
20/03/2022,NEZ,PM10,40,2
20/03/2022,NEZ,PM2.5,22,2
20/03/2022,PED,PM10,29,2
20/03/2022,PED,PM2.5,19,2
20/03/2022,SAG,PM10,47,2
20/03/2022,SAG,PM2.5,26,2
20/03/2022,SFE,PM10,30,2
20/03/2022,SFE,PM2.5,18,2
20/03/2022,TAH,PM10,35,2
20/03/2022,TLA,PM10,49,2
20/03/2022,TLA,PM2.5,23,2
20/03/2022,TLI,PM10,49,2
20/03/2022,UAX,PM2.5,19,2
20/03/2022,UIZ,PM10,35,2
20/03/2022,UIZ,PM2.5,20,2
20/03/2022,VIF,PM10,51,2
20/03/2022,MPA,PM10,31,2
20/03/2022,MPA,PM2.5,17,2
20/03/2022,BJU,PM10,33,2
20/03/2022,BJU,PM2.5,21,2
20/03/2022,INN,PM10,20,2
20/03/2022,INN,PM2.5,10,2
20/03/2022,FAR,PM2.5,22,2
20/03/2022,SAC,PM2.5,25,2
21/03/2022,AJU,PM2.5,15,2
21/03/2022,ATI,PM10,25,2
21/03/2022,CAM,PM10,34,2
21/03/2022,CAM,PM2.5,16,2
21/03/2022,MON,PM2.5,16,2
21/03/2022,CUA,PM10,28,2
21/03/2022,CUT,PM10,37,2
21/03/2022,FAC,PM10,32,2
21/03/2022,IZT,PM10,31,2
21/03/2022,MER,PM10,35,2
21/03/2022,MER,PM2.5,19,2
21/03/2022,NEZ,PM10,39,2
21/03/2022,NEZ,PM2.5,14,2
21/03/2022,PED,PM10,26,2
21/03/2022,PED,PM2.5,15,2
21/03/2022,SAG,PM10,48,2
21/03/2022,SAG,PM2.5,21,2
21/03/2022,SFE,PM10,23,2
21/03/2022,SFE,PM2.5,12,2
21/03/2022,TAH,PM10,40,2
21/03/2022,TLA,PM10,38,2
21/03/2022,TLA,PM2.5,15,2
21/03/2022,TLI,PM10,40,2
21/03/2022,UAX,PM2.5,16,2
21/03/2022,UIZ,PM10,32,2
21/03/2022,UIZ,PM2.5,15,2
21/03/2022,VIF,PM10,49,2
21/03/2022,MPA,PM10,32,2
21/03/2022,MPA,PM2.5,13,2
21/03/2022,BJU,PM10,25,2
21/03/2022,BJU,PM2.5,13,2
21/03/2022,INN,PM10,24,2
21/03/2022,INN,PM2.5,12,2
21/03/2022,FAR,PM2.5,17,2
21/03/2022,SAC,PM2.5,19,2
22/03/2022,AJU,PM2.5,13,2
22/03/2022,CAM,PM10,32,2
22/03/2022,CAM,PM2.5,13,2
22/03/2022,MON,PM2.5,15,2
22/03/2022,CUA,PM10,29,2
22/03/2022,CUT,PM10,45,2
22/03/2022,FAC,PM10,37,2
22/03/2022,IZT,PM10,35,2
22/03/2022,MER,PM10,34,2
22/03/2022,MER,PM2.5,15,2
22/03/2022,NEZ,PM10,44,2
22/03/2022,NEZ,PM2.5,16,2
22/03/2022,PED,PM10,26,2
22/03/2022,PED,PM2.5,11,2
22/03/2022,SAG,PM10,45,2
22/03/2022,SAG,PM2.5,16,2
22/03/2022,SFE,PM10,25,2
22/03/2022,SFE,PM2.5,10,2
22/03/2022,TAH,PM10,46,2
22/03/2022,TLA,PM10,36,2
22/03/2022,TLA,PM2.5,12,2
22/03/2022,TLI,PM10,34,2
22/03/2022,UIZ,PM10,37,2
22/03/2022,UIZ,PM2.5,16,2
22/03/2022,VIF,PM10,55,2
22/03/2022,MPA,PM10,30,2
22/03/2022,MPA,PM2.5,13,2
22/03/2022,BJU,PM10,27,2
22/03/2022,BJU,PM2.5,12,2
22/03/2022,INN,PM10,23,2
22/03/2022,INN,PM2.5,11,2
22/03/2022,FAR,PM2.5,14,2
22/03/2022,SAC,PM2.5,19,2
23/03/2022,AJU,PM2.5,18,2
23/03/2022,ATI,PM10,40,2
23/03/2022,CAM,PM10,54,2
23/03/2022,CAM,PM2.5,19,2
23/03/2022,MON,PM2.5,24,2
23/03/2022,CUA,PM10,35,2
23/03/2022,CUT,PM10,50,2
23/03/2022,FAC,PM10,48,2
23/03/2022,IZT,PM10,43,2
23/03/2022,MER,PM10,45,2
23/03/2022,MER,PM2.5,19,2
23/03/2022,NEZ,PM10,60,2
23/03/2022,NEZ,PM2.5,23,2
23/03/2022,PED,PM10,28,2
23/03/2022,PED,PM2.5,12,2
23/03/2022,SAG,PM10,71,2
23/03/2022,SAG,PM2.5,25,2
23/03/2022,SFE,PM10,32,2
23/03/2022,SFE,PM2.5,13,2
23/03/2022,TAH,PM10,54,2
23/03/2022,TLA,PM10,48,2
23/03/2022,TLA,PM2.5,13,2
23/03/2022,TLI,PM10,68,2
23/03/2022,UIZ,PM10,50,2
23/03/2022,UIZ,PM2.5,20,2
23/03/2022,VIF,PM10,78,2
23/03/2022,MPA,PM10,51,2
23/03/2022,MPA,PM2.5,11,2
23/03/2022,BJU,PM10,31,2
23/03/2022,BJU,PM2.5,14,2
23/03/2022,INN,PM10,22,2
23/03/2022,INN,PM2.5,9,2
23/03/2022,FAR,PM2.5,20,2
23/03/2022,SAC,PM2.5,23,2
24/03/2022,AJU,PM2.5,16,2
24/03/2022,ATI,PM10,57,2
24/03/2022,CAM,PM10,64,2
24/03/2022,CAM,PM2.5,28,2
24/03/2022,MON,PM2.5,20,2
24/03/2022,CUT,PM10,61,2
24/03/2022,FAC,PM10,67,2
24/03/2022,IZT,PM10,42,2
24/03/2022,MER,PM10,51,2
24/03/2022,MER,PM2.5,23,2
24/03/2022,NEZ,PM10,55,2
24/03/2022,NEZ,PM2.5,22,2
24/03/2022,PED,PM10,36,2
24/03/2022,PED,PM2.5,16,2
24/03/2022,SAG,PM10,63,2
24/03/2022,SAG,PM2.5,22,2
24/03/2022,SFE,PM10,34,2
24/03/2022,SFE,PM2.5,15,2
24/03/2022,TAH,PM10,55,2
24/03/2022,TLA,PM10,70,2
24/03/2022,TLA,PM2.5,26,2
24/03/2022,TLI,PM10,79,2
24/03/2022,UIZ,PM10,50,2
24/03/2022,UIZ,PM2.5,21,2
24/03/2022,VIF,PM10,80,2
24/03/2022,MPA,PM10,39,2
24/03/2022,MPA,PM2.5,12,2
24/03/2022,BJU,PM10,40,2
24/03/2022,BJU,PM2.5,20,2
24/03/2022,FAR,PM2.5,19,2
24/03/2022,SAC,PM2.5,20,2
25/03/2022,AJU,PM2.5,20,2
25/03/2022,ATI,PM10,52,2
25/03/2022,CAM,PM10,60,2
25/03/2022,CAM,PM2.5,22,2
25/03/2022,MON,PM2.5,21,2
25/03/2022,CUT,PM10,59,2
25/03/2022,FAC,PM10,66,2
25/03/2022,IZT,PM10,49,2
25/03/2022,MER,PM10,60,2
25/03/2022,MER,PM2.5,25,2
25/03/2022,NEZ,PM10,54,2
25/03/2022,NEZ,PM2.5,18,2
25/03/2022,PED,PM10,43,2
25/03/2022,PED,PM2.5,17,2
25/03/2022,SAG,PM10,59,2
25/03/2022,SAG,PM2.5,19,2
25/03/2022,SFE,PM10,45,2
25/03/2022,SFE,PM2.5,18,2
25/03/2022,TAH,PM10,61,2
25/03/2022,TLA,PM10,69,2
25/03/2022,TLA,PM2.5,23,2
25/03/2022,TLI,PM10,76,2
25/03/2022,UIZ,PM10,53,2
25/03/2022,UIZ,PM2.5,19,2
25/03/2022,VIF,PM10,74,2
25/03/2022,MPA,PM10,48,2
25/03/2022,MPA,PM2.5,18,2
25/03/2022,BJU,PM10,50,2
25/03/2022,BJU,PM2.5,23,2
25/03/2022,INN,PM10,41,2
25/03/2022,INN,PM2.5,17,2
25/03/2022,FAR,PM2.5,17,2
25/03/2022,SAC,PM2.5,23,2
26/03/2022,AJU,PM2.5,18,2
26/03/2022,ATI,PM10,36,2
26/03/2022,CAM,PM10,55,2
26/03/2022,CAM,PM2.5,20,2
26/03/2022,MON,PM2.5,24,2
26/03/2022,CUA,PM10,47,2
26/03/2022,CUT,PM10,55,2
26/03/2022,FAC,PM10,47,2
26/03/2022,IZT,PM10,47,2
26/03/2022,MER,PM10,57,2
26/03/2022,MER,PM2.5,26,2
26/03/2022,NEZ,PM10,53,2
26/03/2022,NEZ,PM2.5,18,2
26/03/2022,PED,PM10,42,2
26/03/2022,PED,PM2.5,18,2
26/03/2022,SAG,PM10,64,2
26/03/2022,SAG,PM2.5,21,2
26/03/2022,SFE,PM10,37,2
26/03/2022,SFE,PM2.5,15,2
26/03/2022,TAH,PM10,62,2
26/03/2022,TLA,PM10,64,2
26/03/2022,TLA,PM2.5,24,2
26/03/2022,TLI,PM10,68,2
26/03/2022,UIZ,PM10,54,2
26/03/2022,UIZ,PM2.5,22,2
26/03/2022,VIF,PM10,75,2
26/03/2022,MPA,PM10,45,2
26/03/2022,MPA,PM2.5,14,2
26/03/2022,BJU,PM10,44,2
26/03/2022,BJU,PM2.5,21,2
26/03/2022,INN,PM10,42,2
26/03/2022,INN,PM2.5,17,2
26/03/2022,FAR,PM2.5,19,2
26/03/2022,SAC,PM2.5,24,2
27/03/2022,AJU,PM2.5,22,2
27/03/2022,ATI,PM10,41,2
27/03/2022,CAM,PM10,46,2
27/03/2022,CAM,PM2.5,18,2
27/03/2022,MON,PM2.5,21,2
27/03/2022,CUA,PM10,42,2
27/03/2022,CUT,PM10,51,2
27/03/2022,FAC,PM10,57,2
27/03/2022,IZT,PM10,41,2
27/03/2022,MER,PM10,49,2
27/03/2022,MER,PM2.5,21,2
27/03/2022,NEZ,PM10,54,2
27/03/2022,NEZ,PM2.5,19,2
27/03/2022,PED,PM10,34,2
27/03/2022,PED,PM2.5,15,2
27/03/2022,SAG,PM10,54,2
27/03/2022,SAG,PM2.5,19,2
27/03/2022,SFE,PM10,32,2
27/03/2022,SFE,PM2.5,13,2
27/03/2022,TAH,PM10,59,2
27/03/2022,TLA,PM10,47,2
27/03/2022,TLA,PM2.5,18,2
27/03/2022,TLI,PM10,68,2
27/03/2022,UIZ,PM10,48,2
27/03/2022,UIZ,PM2.5,20,2
27/03/2022,VIF,PM10,66,2
27/03/2022,MPA,PM10,43,2
27/03/2022,MPA,PM2.5,18,2
27/03/2022,BJU,PM10,42,2
27/03/2022,BJU,PM2.5,20,2
27/03/2022,INN,PM10,44,2
27/03/2022,INN,PM2.5,20,2
27/03/2022,FAR,PM2.5,17,2
27/03/2022,SAC,PM2.5,29,2
28/03/2022,AJU,PM2.5,23,2
28/03/2022,ATI,PM10,52,2
28/03/2022,CAM,PM10,55,2
28/03/2022,CAM,PM2.5,21,2
28/03/2022,MON,PM2.5,31,2
28/03/2022,CUA,PM10,44,2
28/03/2022,FAC,PM10,73,2
28/03/2022,IZT,PM10,51,2
28/03/2022,MER,PM10,58,2
28/03/2022,MER,PM2.5,28,2
28/03/2022,NEZ,PM10,67,2
28/03/2022,NEZ,PM2.5,24,2
28/03/2022,PED,PM10,41,2
28/03/2022,PED,PM2.5,19,2
28/03/2022,SAG,PM10,65,2
28/03/2022,SAG,PM2.5,22,2
28/03/2022,SFE,PM10,38,2
28/03/2022,SFE,PM2.5,17,2
28/03/2022,TAH,PM10,64,2
28/03/2022,TLA,PM10,62,2
28/03/2022,TLA,PM2.5,19,2
28/03/2022,TLI,PM10,81,2
28/03/2022,UIZ,PM10,56,2
28/03/2022,UIZ,PM2.5,25,2
28/03/2022,VIF,PM10,84,2
28/03/2022,MPA,PM10,46,2
28/03/2022,MPA,PM2.5,19,2
28/03/2022,BJU,PM10,47,2
28/03/2022,BJU,PM2.5,23,2
28/03/2022,INN,PM10,35,2
28/03/2022,INN,PM2.5,17,2
28/03/2022,FAR,PM2.5,22,2
28/03/2022,SAC,PM2.5,32,2
29/03/2022,AJU,PM2.5,25,2
29/03/2022,ATI,PM10,57,2
29/03/2022,MON,PM2.5,29,2
29/03/2022,CUA,PM10,56,2
29/03/2022,CUT,PM10,63,2
29/03/2022,FAC,PM10,74,2
29/03/2022,IZT,PM10,61,2
29/03/2022,MER,PM10,64,2
29/03/2022,MER,PM2.5,32,2
29/03/2022,NEZ,PM10,74,2
29/03/2022,NEZ,PM2.5,27,2
29/03/2022,PED,PM10,48,2
29/03/2022,PED,PM2.5,24,2
29/03/2022,SAG,PM10,80,2
29/03/2022,SAG,PM2.5,30,2
29/03/2022,SFE,PM10,48,2
29/03/2022,SFE,PM2.5,22,2
29/03/2022,TAH,PM10,77,2
29/03/2022,TLA,PM10,77,2
29/03/2022,TLA,PM2.5,29,2
29/03/2022,UIZ,PM10,62,2
29/03/2022,UIZ,PM2.5,28,2
29/03/2022,VIF,PM10,97,2
29/03/2022,MPA,PM10,53,2
29/03/2022,MPA,PM2.5,17,2
29/03/2022,BJU,PM10,51,2
29/03/2022,BJU,PM2.5,27,2
29/03/2022,INN,PM10,65,2
29/03/2022,INN,PM2.5,45,2
29/03/2022,FAR,PM2.5,27,2
29/03/2022,SAC,PM2.5,37,2
30/03/2022,AJU,PM2.5,26,2
30/03/2022,ATI,PM10,46,2
30/03/2022,MON,PM2.5,27,2
30/03/2022,CHO,PM10,82,2
30/03/2022,CUA,PM10,47,2
30/03/2022,CUT,PM10,74,2
30/03/2022,FAC,PM10,57,2
30/03/2022,IZT,PM10,51,2
30/03/2022,MER,PM10,52,2
30/03/2022,MER,PM2.5,22,2
30/03/2022,NEZ,PM10,68,2
30/03/2022,NEZ,PM2.5,22,2
30/03/2022,PED,PM10,42,2
30/03/2022,PED,PM2.5,17,2
30/03/2022,SAG,PM10,69,2
30/03/2022,SAG,PM2.5,26,2
30/03/2022,SFE,PM10,37,2
30/03/2022,SFE,PM2.5,13,2
30/03/2022,TAH,PM10,75,2
30/03/2022,TLA,PM10,63,2
30/03/2022,TLA,PM2.5,23,2
30/03/2022,UIZ,PM10,60,2
30/03/2022,UIZ,PM2.5,24,2
30/03/2022,VIF,PM10,114,2
30/03/2022,MPA,PM10,83,2
30/03/2022,MPA,PM2.5,43,2
30/03/2022,BJU,PM10,46,2
30/03/2022,BJU,PM2.5,21,2
30/03/2022,INN,PM10,41,2
30/03/2022,INN,PM2.5,16,2
30/03/2022,FAR,PM2.5,23,2
30/03/2022,SAC,PM2.5,34,2
31/03/2022,AJU,PM2.5,20,2
31/03/2022,ATI,PM10,65,2
31/03/2022,MON,PM2.5,29,2
31/03/2022,CHO,PM10,98,2
31/03/2022,CUA,PM10,47,2
31/03/2022,CUT,PM10,101,2
31/03/2022,FAC,PM10,69,2
31/03/2022,IZT,PM10,56,2
31/03/2022,MER,PM10,64,2
31/03/2022,MER,PM2.5,28,2
31/03/2022,NEZ,PM10,84,2
31/03/2022,NEZ,PM2.5,24,2
31/03/2022,PED,PM10,45,2
31/03/2022,PED,PM2.5,20,2
31/03/2022,SFE,PM10,41,2
31/03/2022,SFE,PM2.5,17,2
31/03/2022,TAH,PM10,83,2
31/03/2022,TLA,PM10,78,2
31/03/2022,TLA,PM2.5,28,2
31/03/2022,VIF,PM10,124,2
31/03/2022,MPA,PM10,74,2
31/03/2022,MPA,PM2.5,38,2
31/03/2022,BJU,PM10,52,2
31/03/2022,BJU,PM2.5,25,2
31/03/2022,INN,PM10,36,2
31/03/2022,INN,PM2.5,15,2
31/03/2022,FAR,PM2.5,27,2
31/03/2022,SAC,PM2.5,36,2
01/04/2022,AJU,PM2.5,31,2
01/04/2022,ATI,PM10,52,2
01/04/2022,CHO,PM10,90,2
01/04/2022,CUA,PM10,48,2
01/04/2022,CUT,PM10,83,2
01/04/2022,FAC,PM10,65,2
01/04/2022,IZT,PM10,58,2
01/04/2022,MER,PM10,68,2
01/04/2022,MER,PM2.5,33,2
01/04/2022,NEZ,PM10,73,2
01/04/2022,NEZ,PM2.5,25,2
01/04/2022,PED,PM10,48,2
01/04/2022,PED,PM2.5,24,2
01/04/2022,SAG,PM10,95,2
01/04/2022,SAG,PM2.5,35,2
01/04/2022,SFE,PM10,40,2
01/04/2022,SFE,PM2.5,17,2
01/04/2022,TAH,PM10,66,2
01/04/2022,TLA,PM10,71,2
01/04/2022,TLA,PM2.5,25,2
01/04/2022,VIF,PM10,106,2
01/04/2022,MPA,PM10,54,2
01/04/2022,MPA,PM2.5,32,2
01/04/2022,BJU,PM10,49,2
01/04/2022,BJU,PM2.5,27,2
01/04/2022,INN,PM10,30,2
01/04/2022,INN,PM2.5,12,2
01/04/2022,FAR,PM2.5,31,2
01/04/2022,SAC,PM2.5,34,2
02/04/2022,AJU,PM2.5,40,2
02/04/2022,ATI,PM10,51,2
02/04/2022,CAM,PM10,68,2
02/04/2022,CAM,PM2.5,29,2
02/04/2022,MON,PM2.5,33,2
02/04/2022,CHO,PM10,86,2
02/04/2022,CUA,PM10,49,2
02/04/2022,CUT,PM10,65,2
02/04/2022,FAC,PM10,75,2
02/04/2022,IZT,PM10,63,2
02/04/2022,MER,PM10,72,2
02/04/2022,MER,PM2.5,40,2
02/04/2022,NEZ,PM10,73,2
02/04/2022,NEZ,PM2.5,41,2
02/04/2022,PED,PM10,44,2
02/04/2022,PED,PM2.5,23,2
02/04/2022,SAG,PM10,93,2
02/04/2022,SAG,PM2.5,37,2
02/04/2022,SFE,PM10,41,2
02/04/2022,SFE,PM2.5,20,2
02/04/2022,TAH,PM10,76,2
02/04/2022,TLA,PM10,65,2
02/04/2022,TLA,PM2.5,27,2
02/04/2022,UAX,PM2.5,31,2
02/04/2022,UIZ,PM10,68,2
02/04/2022,UIZ,PM2.5,35,2
02/04/2022,VIF,PM10,95,2
02/04/2022,MPA,PM10,66,2
02/04/2022,MPA,PM2.5,31,2
02/04/2022,BJU,PM10,62,2
02/04/2022,BJU,PM2.5,39,2
02/04/2022,INN,PM10,42,2
02/04/2022,INN,PM2.5,18,2
02/04/2022,FAR,PM2.5,32,2
02/04/2022,SAC,PM2.5,49,2
03/04/2022,AJU,PM2.5,47,2
03/04/2022,ATI,PM10,47,2
03/04/2022,CAM,PM10,62,2
03/04/2022,CAM,PM2.5,28,2
03/04/2022,CHO,PM10,63,2
03/04/2022,CUA,PM10,46,2
03/04/2022,CUT,PM10,58,2
03/04/2022,FAC,PM10,60,2
03/04/2022,IZT,PM10,58,2
03/04/2022,MER,PM10,59,2
03/04/2022,MER,PM2.5,32,2
03/04/2022,NEZ,PM10,62,2
03/04/2022,PED,PM10,45,2
03/04/2022,PED,PM2.5,25,2
03/04/2022,SAG,PM10,68,2
03/04/2022,SAG,PM2.5,29,2
03/04/2022,SFE,PM10,42,2
03/04/2022,SFE,PM2.5,22,2
03/04/2022,TAH,PM10,66,2
03/04/2022,TLA,PM10,65,2
03/04/2022,TLA,PM2.5,29,2
03/04/2022,UAX,PM2.5,31,2
03/04/2022,UIZ,PM10,58,2
03/04/2022,UIZ,PM2.5,30,2
03/04/2022,VIF,PM10,67,2
03/04/2022,MPA,PM10,55,2
03/04/2022,MPA,PM2.5,31,2
03/04/2022,BJU,PM10,56,2
03/04/2022,BJU,PM2.5,37,2
03/04/2022,INN,PM10,35,2
03/04/2022,INN,PM2.5,17,2
03/04/2022,FAR,PM2.5,28,2
03/04/2022,SAC,PM2.5,33,2
04/04/2022,AJU,PM2.5,31,2
04/04/2022,CAM,PM10,74,2
04/04/2022,CAM,PM2.5,30,2
04/04/2022,MON,PM2.5,27,2
04/04/2022,CHO,PM10,77,2
04/04/2022,CUA,PM10,52,2
04/04/2022,CUT,PM10,86,2
04/04/2022,FAC,PM10,66,2
04/04/2022,IZT,PM10,61,2
04/04/2022,MER,PM10,64,2
04/04/2022,MER,PM2.5,29,2
04/04/2022,NEZ,PM10,69,2
04/04/2022,PED,PM10,53,2
04/04/2022,PED,PM2.5,26,2
04/04/2022,SAG,PM10,78,2
04/04/2022,SAG,PM2.5,26,2
04/04/2022,SFE,PM10,43,2
04/04/2022,SFE,PM2.5,20,2
04/04/2022,TAH,PM10,79,2
04/04/2022,TLA,PM10,75,2
04/04/2022,TLA,PM2.5,26,2
04/04/2022,UAX,PM2.5,28,2
04/04/2022,UIZ,PM10,63,2
04/04/2022,UIZ,PM2.5,25,2
04/04/2022,VIF,PM10,99,2
04/04/2022,MPA,PM10,55,2
04/04/2022,MPA,PM2.5,17,2
04/04/2022,BJU,PM10,55,2
04/04/2022,BJU,PM2.5,29,2
04/04/2022,INN,PM10,41,2
04/04/2022,INN,PM2.5,18,2
04/04/2022,FAR,PM2.5,25,2
04/04/2022,SAC,PM2.5,27,2
05/04/2022,AJU,PM2.5,35,2
05/04/2022,CAM,PM10,56,2
05/04/2022,CAM,PM2.5,22,2
05/04/2022,MON,PM2.5,28,2
05/04/2022,CHO,PM10,68,2
05/04/2022,CUA,PM10,43,2
05/04/2022,CUT,PM10,76,2
05/04/2022,FAC,PM10,55,2
05/04/2022,IZT,PM10,48,2
05/04/2022,MER,PM10,48,2
05/04/2022,MER,PM2.5,24,2
05/04/2022,PED,PM10,46,2
05/04/2022,PED,PM2.5,23,2
05/04/2022,SAG,PM10,69,2
05/04/2022,SAG,PM2.5,25,2
05/04/2022,SFE,PM10,37,2
05/04/2022,SFE,PM2.5,16,2
05/04/2022,TAH,PM10,63,2
05/04/2022,TLA,PM10,66,2
05/04/2022,TLA,PM2.5,25,2
05/04/2022,TLI,PM10,75,2
05/04/2022,UAX,PM2.5,22,2
05/04/2022,UIZ,PM10,48,2
05/04/2022,UIZ,PM2.5,20,2
05/04/2022,VIF,PM10,104,2
05/04/2022,MPA,PM10,43,2
05/04/2022,MPA,PM2.5,16,2
05/04/2022,BJU,PM10,47,2
05/04/2022,BJU,PM2.5,27,2
05/04/2022,INN,PM10,34,2
05/04/2022,INN,PM2.5,15,2
05/04/2022,FAR,PM2.5,25,2
05/04/2022,SAC,PM2.5,23,2
06/04/2022,AJU,PM2.5,50,2
06/04/2022,CAM,PM10,72,2
06/04/2022,CAM,PM2.5,34,2
06/04/2022,MON,PM2.5,32,2
06/04/2022,CHO,PM10,84,2
06/04/2022,CUA,PM10,55,2
06/04/2022,CUT,PM10,82,2
06/04/2022,FAC,PM10,92,2
06/04/2022,IZT,PM10,58,2
06/04/2022,MER,PM10,67,2
06/04/2022,MER,PM2.5,37,2
06/04/2022,NEZ,PM10,70,2
06/04/2022,NEZ,PM2.5,32,2
06/04/2022,PED,PM10,57,2
06/04/2022,PED,PM2.5,32,2
06/04/2022,SAG,PM10,76,2
06/04/2022,SAG,PM2.5,31,2
06/04/2022,SFE,PM10,56,2
06/04/2022,SFE,PM2.5,30,2
06/04/2022,TAH,PM10,70,2
06/04/2022,TLA,PM10,74,2
06/04/2022,TLA,PM2.5,31,2
06/04/2022,UAX,PM2.5,34,2
06/04/2022,UIZ,PM10,63,2
06/04/2022,UIZ,PM2.5,34,2
06/04/2022,VIF,PM10,107,2
06/04/2022,MPA,PM10,47,2
06/04/2022,MPA,PM2.5,24,2
06/04/2022,BJU,PM10,58,2
06/04/2022,BJU,PM2.5,37,2
06/04/2022,INN,PM10,40,2
06/04/2022,INN,PM2.5,21,2
06/04/2022,FAR,PM2.5,29,2
06/04/2022,SAC,PM2.5,33,2
07/04/2022,AJU,PM2.5,50,2
07/04/2022,CAM,PM10,96,2
07/04/2022,CAM,PM2.5,34,2
07/04/2022,MON,PM2.5,35,2
07/04/2022,CHO,PM10,107,2
07/04/2022,CUA,PM10,78,2
07/04/2022,CUT,PM10,87,2
07/04/2022,FAC,PM10,97,2
07/04/2022,IZT,PM10,71,2
07/04/2022,MER,PM10,82,2
07/04/2022,MER,PM2.5,29,2
07/04/2022,NEZ,PM10,94,2
07/04/2022,NEZ,PM2.5,28,2
07/04/2022,PED,PM10,76,2
07/04/2022,PED,PM2.5,32,2
07/04/2022,SAG,PM10,94,2
07/04/2022,SAG,PM2.5,27,2
07/04/2022,SFE,PM10,80,2
07/04/2022,SFE,PM2.5,32,2
07/04/2022,TAH,PM10,92,2
07/04/2022,TLA,PM10,99,2
07/04/2022,TLA,PM2.5,33,2
07/04/2022,UAX,PM2.5,32,2
07/04/2022,UIZ,PM10,81,2
07/04/2022,UIZ,PM2.5,28,2
07/04/2022,VIF,PM10,128,2
07/04/2022,MPA,PM10,73,2
07/04/2022,MPA,PM2.5,28,2
07/04/2022,BJU,PM10,68,2
07/04/2022,BJU,PM2.5,32,2
07/04/2022,INN,PM10,60,2
07/04/2022,INN,PM2.5,28,2
07/04/2022,FAR,PM2.5,29,2
07/04/2022,SAC,PM2.5,30,2
08/04/2022,AJU,PM2.5,53,2
08/04/2022,CAM,PM10,69,2
08/04/2022,CAM,PM2.5,37,2
08/04/2022,MON,PM2.5,31,2
08/04/2022,CHO,PM10,89,2
08/04/2022,CUA,PM10,68,2
08/04/2022,CUT,PM10,64,2
08/04/2022,IZT,PM10,76,2
08/04/2022,MER,PM10,67,2
08/04/2022,MER,PM2.5,39,2
08/04/2022,NEZ,PM10,64,2
08/04/2022,NEZ,PM2.5,33,2
08/04/2022,PED,PM10,63,2
08/04/2022,PED,PM2.5,38,2
08/04/2022,SAG,PM10,69,2
08/04/2022,SAG,PM2.5,33,2
08/04/2022,SFE,PM10,65,2
08/04/2022,SFE,PM2.5,37,2
08/04/2022,TAH,PM10,71,2
08/04/2022,TLA,PM10,71,2
08/04/2022,TLA,PM2.5,33,2
08/04/2022,TLI,PM10,68,2
